CELL	chrom	start	end	CN states
leaf6	chr_1	63000000	64000000	1,1
leaf7	chr_1	63000000	64000000	1,1
leaf8	chr_1	63000000	64000000	1,1
leaf9	chr_1	63000000	64000000	1,1
leaf10	chr_1	63000000	64000000	1,1
leaf1	chr_1	64000000	65000000	1,1
leaf2	chr_1	64000000	65000000	1,1
leaf3	chr_1	64000000	65000000	1,1
leaf4	chr_1	64000000	65000000	1,1
leaf5	chr_1	64000000	65000000	1,1
leaf6	chr_1	64000000	65000000	1,1
leaf7	chr_1	64000000	65000000	1,1
leaf8	chr_1	64000000	65000000	1,1
leaf9	chr_1	64000000	65000000	1,1
leaf10	chr_1	64000000	65000000	1,1
leaf1	chr_1	65000000	66000000	1,1
leaf2	chr_1	65000000	66000000	1,1
leaf3	chr_1	65000000	66000000	1,1
leaf4	chr_1	65000000	66000000	1,1
leaf5	chr_1	65000000	66000000	1,1
leaf6	chr_1	65000000	66000000	1,1
leaf7	chr_1	65000000	66000000	1,1
leaf8	chr_1	65000000	66000000	1,1
leaf9	chr_1	65000000	66000000	1,1
leaf10	chr_1	65000000	66000000	1,1
leaf1	chr_1	66000000	67000000	1,1
leaf2	chr_1	66000000	67000000	1,1
leaf3	chr_1	66000000	67000000	1,1
leaf4	chr_1	66000000	67000000	1,1
leaf5	chr_1	66000000	67000000	1,1
leaf6	chr_1	66000000	67000000	1,1
leaf7	chr_1	66000000	67000000	1,1
leaf8	chr_1	66000000	67000000	1,1
leaf9	chr_1	66000000	67000000	1,1
leaf10	chr_1	66000000	67000000	1,1
leaf1	chr_1	67000000	68000000	1,1
leaf2	chr_1	67000000	68000000	1,1
leaf3	chr_1	67000000	68000000	1,1
leaf4	chr_1	67000000	68000000	1,1
leaf5	chr_1	67000000	68000000	1,1
leaf6	chr_1	67000000	68000000	1,1
leaf7	chr_1	67000000	68000000	1,1
leaf8	chr_1	67000000	68000000	1,1
leaf9	chr_1	67000000	68000000	1,1
leaf10	chr_1	67000000	68000000	1,1
leaf1	chr_1	68000000	69000000	1,1
leaf2	chr_1	68000000	69000000	1,1
leaf3	chr_1	68000000	69000000	1,1
leaf4	chr_1	68000000	69000000	1,1
leaf5	chr_1	68000000	69000000	1,1
leaf6	chr_1	68000000	69000000	1,1
leaf7	chr_1	68000000	69000000	1,1
leaf8	chr_1	68000000	69000000	1,1
leaf9	chr_1	68000000	69000000	1,1
leaf10	chr_1	68000000	69000000	1,1
leaf1	chr_1	69000000	70000000	1,1
leaf2	chr_1	69000000	70000000	1,1
leaf3	chr_1	69000000	70000000	1,1
leaf4	chr_1	69000000	70000000	1,1
leaf5	chr_1	69000000	70000000	1,1
leaf6	chr_1	69000000	70000000	1,1
leaf7	chr_1	69000000	70000000	1,1
leaf8	chr_1	69000000	70000000	1,1
leaf9	chr_1	69000000	70000000	1,1
leaf10	chr_1	69000000	70000000	1,1
leaf1	chr_1	70000000	71000000	1,1
leaf2	chr_1	70000000	71000000	1,1
leaf3	chr_1	70000000	71000000	1,1
leaf4	chr_1	70000000	71000000	1,1
leaf5	chr_1	70000000	71000000	1,1
leaf6	chr_1	70000000	71000000	1,1
leaf7	chr_1	70000000	71000000	1,1
leaf8	chr_1	70000000	71000000	1,1
leaf9	chr_1	70000000	71000000	1,1
leaf10	chr_1	70000000	71000000	1,1
leaf1	chr_1	71000000	72000000	1,1
leaf2	chr_1	71000000	72000000	1,1
leaf3	chr_1	71000000	72000000	1,1
leaf4	chr_1	71000000	72000000	1,1
leaf5	chr_1	71000000	72000000	1,1
leaf6	chr_1	71000000	72000000	1,1
leaf7	chr_1	71000000	72000000	1,1
leaf8	chr_1	71000000	72000000	1,1
leaf9	chr_1	71000000	72000000	1,1
leaf10	chr_1	71000000	72000000	1,1
leaf1	chr_1	72000000	73000000	1,1
leaf2	chr_1	72000000	73000000	1,1
leaf3	chr_1	72000000	73000000	1,1
leaf4	chr_1	72000000	73000000	1,1
leaf5	chr_1	72000000	73000000	1,1
leaf6	chr_1	72000000	73000000	1,1
leaf7	chr_1	72000000	73000000	1,1
leaf8	chr_1	72000000	73000000	1,1
leaf9	chr_1	72000000	73000000	1,1
leaf10	chr_1	72000000	73000000	1,1
leaf1	chr_1	73000000	74000000	1,1
leaf2	chr_1	73000000	74000000	1,1
leaf3	chr_1	73000000	74000000	1,1
leaf4	chr_1	73000000	74000000	1,1
leaf5	chr_1	73000000	74000000	1,1
leaf6	chr_1	73000000	74000000	1,1
leaf7	chr_1	73000000	74000000	1,1
leaf8	chr_1	73000000	74000000	1,1
leaf9	chr_1	73000000	74000000	1,1
leaf10	chr_1	73000000	74000000	1,1
leaf1	chr_1	74000000	75000000	1,1
leaf2	chr_1	74000000	75000000	1,1
leaf3	chr_1	74000000	75000000	1,1
leaf4	chr_1	74000000	75000000	1,1
leaf5	chr_1	74000000	75000000	1,1
leaf6	chr_1	74000000	75000000	1,1
leaf7	chr_1	74000000	75000000	1,1
leaf8	chr_1	74000000	75000000	1,1
leaf9	chr_1	74000000	75000000	1,1
leaf10	chr_1	74000000	75000000	1,1
leaf1	chr_1	75000000	76000000	1,1
leaf2	chr_1	75000000	76000000	1,1
leaf3	chr_1	75000000	76000000	1,1
leaf4	chr_1	75000000	76000000	1,1
leaf5	chr_1	75000000	76000000	1,1
leaf6	chr_1	75000000	76000000	1,1
leaf7	chr_1	75000000	76000000	1,1
leaf8	chr_1	75000000	76000000	1,1
leaf9	chr_1	75000000	76000000	1,1
leaf10	chr_1	75000000	76000000	1,1
leaf1	chr_1	76000000	77000000	1,1
leaf2	chr_1	76000000	77000000	1,1
leaf3	chr_1	76000000	77000000	1,1
leaf4	chr_1	76000000	77000000	1,1
leaf5	chr_1	76000000	77000000	1,1
leaf6	chr_1	76000000	77000000	1,1
leaf7	chr_1	76000000	77000000	1,1
leaf8	chr_1	76000000	77000000	1,1
leaf9	chr_1	76000000	77000000	1,1
leaf10	chr_1	76000000	77000000	1,1
leaf1	chr_1	77000000	78000000	1,1
leaf2	chr_1	77000000	78000000	1,1
leaf3	chr_1	77000000	78000000	1,1
leaf4	chr_1	77000000	78000000	1,1
leaf5	chr_1	77000000	78000000	1,1
leaf6	chr_1	77000000	78000000	1,1
leaf7	chr_1	77000000	78000000	1,1
leaf8	chr_1	77000000	78000000	1,1
leaf9	chr_1	77000000	78000000	1,1
leaf10	chr_1	77000000	78000000	1,1
leaf1	chr_1	78000000	79000000	1,1
leaf2	chr_1	78000000	79000000	1,1
leaf3	chr_1	78000000	79000000	1,1
leaf4	chr_1	78000000	79000000	1,1
leaf5	chr_1	78000000	79000000	1,1
leaf6	chr_1	78000000	79000000	1,1
leaf7	chr_1	78000000	79000000	1,1
leaf8	chr_1	78000000	79000000	1,1
leaf9	chr_1	78000000	79000000	1,1
leaf10	chr_1	78000000	79000000	1,1
leaf1	chr_1	79000000	80000000	1,1
leaf2	chr_1	79000000	80000000	1,1
leaf3	chr_1	79000000	80000000	1,1
leaf4	chr_1	79000000	80000000	1,1
leaf5	chr_1	79000000	80000000	1,1
leaf6	chr_1	79000000	80000000	1,1
leaf7	chr_1	79000000	80000000	1,1
leaf8	chr_1	79000000	80000000	1,1
leaf9	chr_1	79000000	80000000	1,1
leaf10	chr_1	79000000	80000000	1,1
leaf1	chr_1	80000000	81000000	1,1
leaf2	chr_1	80000000	81000000	1,1
leaf3	chr_1	80000000	81000000	1,1
leaf4	chr_1	80000000	81000000	1,1
leaf5	chr_1	80000000	81000000	1,1
leaf6	chr_1	80000000	81000000	1,1
leaf7	chr_1	80000000	81000000	1,1
leaf8	chr_1	80000000	81000000	1,1
leaf9	chr_1	80000000	81000000	1,1
leaf10	chr_1	80000000	81000000	1,1
leaf1	chr_1	81000000	82000000	1,1
leaf2	chr_1	81000000	82000000	1,1
leaf3	chr_1	81000000	82000000	1,1
leaf4	chr_1	81000000	82000000	1,1
leaf5	chr_1	81000000	82000000	1,1
leaf6	chr_1	81000000	82000000	1,1
leaf7	chr_1	81000000	82000000	1,1
leaf8	chr_1	81000000	82000000	1,1
leaf9	chr_1	81000000	82000000	1,1
leaf10	chr_1	81000000	82000000	1,1
leaf1	chr_1	82000000	83000000	1,1
leaf2	chr_1	82000000	83000000	1,1
leaf3	chr_1	82000000	83000000	1,1
leaf4	chr_1	82000000	83000000	1,1
leaf5	chr_1	82000000	83000000	1,1
leaf6	chr_1	82000000	83000000	1,1
leaf7	chr_1	82000000	83000000	1,1
leaf8	chr_1	82000000	83000000	1,1
leaf9	chr_1	82000000	83000000	1,1
leaf10	chr_1	82000000	83000000	1,1
leaf1	chr_1	83000000	84000000	1,1
leaf2	chr_1	83000000	84000000	1,1
leaf3	chr_1	83000000	84000000	1,1
leaf4	chr_1	83000000	84000000	1,1
leaf5	chr_1	83000000	84000000	1,1
leaf6	chr_1	83000000	84000000	1,1
leaf7	chr_1	83000000	84000000	1,1
leaf8	chr_1	83000000	84000000	1,1
leaf9	chr_1	83000000	84000000	1,1
leaf10	chr_1	83000000	84000000	1,1
leaf1	chr_1	84000000	85000000	1,1
leaf2	chr_1	84000000	85000000	1,1
leaf3	chr_1	84000000	85000000	1,1
leaf4	chr_1	84000000	85000000	1,1
leaf5	chr_1	84000000	85000000	1,1
leaf6	chr_1	84000000	85000000	1,1
leaf7	chr_1	84000000	85000000	1,1
leaf8	chr_1	84000000	85000000	1,1
leaf9	chr_1	84000000	85000000	1,1
leaf10	chr_1	84000000	85000000	1,1
leaf1	chr_1	85000000	86000000	1,1
leaf2	chr_1	85000000	86000000	1,1
leaf3	chr_1	85000000	86000000	1,1
leaf4	chr_1	85000000	86000000	1,1
leaf5	chr_1	85000000	86000000	1,1
leaf6	chr_1	85000000	86000000	1,1
leaf7	chr_1	85000000	86000000	1,1
leaf8	chr_1	85000000	86000000	1,1
leaf9	chr_1	85000000	86000000	1,1
leaf10	chr_1	85000000	86000000	1,1
leaf1	chr_1	86000000	87000000	2,1
leaf2	chr_1	86000000	87000000	2,1
leaf3	chr_1	86000000	87000000	2,1
leaf4	chr_1	86000000	87000000	2,1
leaf5	chr_1	86000000	87000000	2,1
leaf6	chr_1	86000000	87000000	2,1
leaf7	chr_1	86000000	87000000	2,1
leaf8	chr_1	86000000	87000000	2,1
leaf9	chr_1	86000000	87000000	2,1
leaf10	chr_1	86000000	87000000	2,1
leaf1	chr_1	87000000	88000000	3,1
leaf2	chr_1	87000000	88000000	3,1
leaf3	chr_1	87000000	88000000	3,1
leaf4	chr_1	87000000	88000000	3,1
leaf5	chr_1	87000000	88000000	3,1
leaf6	chr_1	87000000	88000000	3,1
leaf7	chr_1	87000000	88000000	3,1
leaf8	chr_1	87000000	88000000	3,1
leaf9	chr_1	87000000	88000000	3,1
leaf10	chr_1	87000000	88000000	3,1
leaf1	chr_1	88000000	89000000	3,1
leaf2	chr_1	88000000	89000000	3,1
leaf3	chr_1	88000000	89000000	3,1
leaf4	chr_1	88000000	89000000	3,1
leaf5	chr_1	88000000	89000000	3,1
leaf6	chr_1	88000000	89000000	3,1
leaf7	chr_1	88000000	89000000	3,1
leaf8	chr_1	88000000	89000000	3,1
leaf9	chr_1	88000000	89000000	3,1
leaf10	chr_1	88000000	89000000	3,1
leaf1	chr_1	89000000	90000000	2,1
leaf2	chr_1	89000000	90000000	2,1
leaf3	chr_1	89000000	90000000	2,1
leaf4	chr_1	89000000	90000000	2,1
leaf5	chr_1	89000000	90000000	2,1
leaf6	chr_1	89000000	90000000	2,1
leaf7	chr_1	89000000	90000000	2,1
leaf8	chr_1	89000000	90000000	2,1
leaf9	chr_1	89000000	90000000	2,1
leaf10	chr_1	89000000	90000000	2,1
leaf1	chr_1	90000000	91000000	1,1
leaf2	chr_1	90000000	91000000	1,1
leaf3	chr_1	90000000	91000000	1,2
leaf4	chr_1	90000000	91000000	1,2
leaf5	chr_1	90000000	91000000	1,2
leaf6	chr_1	90000000	91000000	1,2
leaf7	chr_1	90000000	91000000	1,2
leaf8	chr_1	90000000	91000000	1,2
leaf9	chr_1	90000000	91000000	1,2
leaf10	chr_1	90000000	91000000	1,2
leaf1	chr_1	91000000	92000000	1,1
leaf2	chr_1	91000000	92000000	1,1
leaf3	chr_1	91000000	92000000	1,3
leaf4	chr_1	91000000	92000000	1,3
leaf5	chr_1	91000000	92000000	1,3
leaf6	chr_1	91000000	92000000	1,3
leaf7	chr_1	91000000	92000000	1,3
leaf8	chr_1	91000000	92000000	1,3
leaf9	chr_1	91000000	92000000	1,3
leaf10	chr_1	91000000	92000000	1,3
leaf1	chr_1	92000000	93000000	1,1
leaf2	chr_1	92000000	93000000	1,1
leaf3	chr_1	92000000	93000000	1,3
leaf4	chr_1	92000000	93000000	1,3
leaf5	chr_1	92000000	93000000	1,3
leaf6	chr_1	92000000	93000000	1,3
leaf7	chr_1	92000000	93000000	1,3
leaf8	chr_1	92000000	93000000	1,3
leaf9	chr_1	92000000	93000000	1,3
leaf10	chr_1	92000000	93000000	1,3
leaf1	chr_1	93000000	94000000	1,1
leaf2	chr_1	93000000	94000000	1,1
leaf3	chr_1	93000000	94000000	1,1
leaf4	chr_1	93000000	94000000	1,1
leaf5	chr_1	93000000	94000000	1,1
leaf6	chr_1	93000000	94000000	1,1
leaf7	chr_1	93000000	94000000	1,1
leaf8	chr_1	93000000	94000000	1,1
leaf9	chr_1	93000000	94000000	1,1
leaf10	chr_1	93000000	94000000	1,1
leaf1	chr_1	94000000	95000000	1,1
leaf2	chr_1	94000000	95000000	1,1
leaf3	chr_1	94000000	95000000	1,1
leaf4	chr_1	94000000	95000000	1,1
leaf5	chr_1	94000000	95000000	1,1
leaf6	chr_1	94000000	95000000	1,1
leaf7	chr_1	94000000	95000000	1,1
leaf8	chr_1	94000000	95000000	1,1
leaf9	chr_1	94000000	95000000	1,1
leaf10	chr_1	94000000	95000000	1,1
leaf1	chr_1	95000000	96000000	1,1
leaf2	chr_1	95000000	96000000	1,1
leaf3	chr_1	95000000	96000000	1,1
leaf4	chr_1	95000000	96000000	1,1
leaf5	chr_1	95000000	96000000	1,1
leaf6	chr_1	95000000	96000000	1,1
leaf7	chr_1	95000000	96000000	1,1
leaf8	chr_1	95000000	96000000	1,1
leaf9	chr_1	95000000	96000000	1,1
leaf10	chr_1	95000000	96000000	1,1
leaf1	chr_1	96000000	97000000	1,1
leaf2	chr_1	96000000	97000000	1,1
leaf3	chr_1	96000000	97000000	1,1
leaf4	chr_1	96000000	97000000	1,1
leaf5	chr_1	96000000	97000000	1,1
leaf6	chr_1	96000000	97000000	1,1
leaf7	chr_1	96000000	97000000	1,1
leaf8	chr_1	96000000	97000000	1,1
leaf9	chr_1	96000000	97000000	1,1
leaf10	chr_1	96000000	97000000	1,1
leaf1	chr_1	97000000	98000000	1,1
leaf2	chr_1	97000000	98000000	1,1
leaf3	chr_1	97000000	98000000	1,1
leaf4	chr_1	97000000	98000000	1,1
leaf5	chr_1	97000000	98000000	1,1
leaf6	chr_1	97000000	98000000	1,1
leaf7	chr_1	97000000	98000000	1,1
leaf8	chr_1	97000000	98000000	1,1
leaf9	chr_1	97000000	98000000	1,1
leaf10	chr_1	97000000	98000000	1,1
leaf1	chr_1	98000000	99000000	1,1
leaf2	chr_1	98000000	99000000	1,1
leaf3	chr_1	98000000	99000000	1,1
leaf4	chr_1	98000000	99000000	1,1
leaf5	chr_1	98000000	99000000	1,1
leaf6	chr_1	98000000	99000000	1,1
leaf7	chr_1	98000000	99000000	1,1
leaf8	chr_1	98000000	99000000	1,1
leaf9	chr_1	98000000	99000000	1,1
leaf10	chr_1	98000000	99000000	1,1
leaf1	chr_1	99000000	100000000	1,1
leaf2	chr_1	99000000	100000000	1,1
leaf3	chr_1	99000000	100000000	1,1
leaf4	chr_1	99000000	100000000	1,1
leaf5	chr_1	99000000	100000000	1,1
leaf6	chr_1	99000000	100000000	1,1
leaf7	chr_1	99000000	100000000	1,1
leaf8	chr_1	99000000	100000000	1,1
leaf9	chr_1	99000000	100000000	1,1
leaf10	chr_1	99000000	100000000	1,1
leaf1	chr_1	100000000	101000000	1,1
leaf2	chr_1	100000000	101000000	1,1
leaf3	chr_1	100000000	101000000	1,1
leaf4	chr_1	100000000	101000000	1,1
leaf5	chr_1	100000000	101000000	1,1
leaf6	chr_1	100000000	101000000	1,1
leaf7	chr_1	100000000	101000000	1,1
leaf8	chr_1	100000000	101000000	1,1
leaf9	chr_1	100000000	101000000	1,1
leaf10	chr_1	100000000	101000000	1,1
leaf1	chr_1	101000000	102000000	1,1
leaf2	chr_1	101000000	102000000	1,1
leaf3	chr_1	101000000	102000000	1,1
leaf4	chr_1	101000000	102000000	1,1
leaf5	chr_1	101000000	102000000	1,1
leaf6	chr_1	101000000	102000000	1,1
leaf7	chr_1	101000000	102000000	1,1
leaf8	chr_1	101000000	102000000	1,1
leaf9	chr_1	101000000	102000000	1,1
leaf10	chr_1	101000000	102000000	1,1
leaf1	chr_1	102000000	103000000	1,1
leaf2	chr_1	102000000	103000000	1,1
leaf3	chr_1	102000000	103000000	1,1
leaf4	chr_1	102000000	103000000	1,1
leaf5	chr_1	102000000	103000000	1,1
leaf6	chr_1	102000000	103000000	1,1
leaf7	chr_1	102000000	103000000	1,1
leaf8	chr_1	102000000	103000000	1,1
leaf9	chr_1	102000000	103000000	1,1
leaf10	chr_1	102000000	103000000	1,1
leaf1	chr_1	103000000	104000000	1,1
leaf2	chr_1	103000000	104000000	1,1
leaf3	chr_1	103000000	104000000	1,1
leaf4	chr_1	103000000	104000000	1,1
leaf5	chr_1	103000000	104000000	1,1
leaf6	chr_1	103000000	104000000	1,1
leaf7	chr_1	103000000	104000000	1,1
leaf8	chr_1	103000000	104000000	1,1
leaf9	chr_1	103000000	104000000	1,1
leaf10	chr_1	103000000	104000000	1,1
leaf1	chr_1	104000000	105000000	1,1
leaf2	chr_1	104000000	105000000	1,1
leaf3	chr_1	104000000	105000000	1,1
leaf4	chr_1	104000000	105000000	1,1
leaf5	chr_1	104000000	105000000	1,1
leaf6	chr_1	104000000	105000000	1,1
leaf7	chr_1	104000000	105000000	1,1
leaf8	chr_1	104000000	105000000	1,1
leaf9	chr_1	104000000	105000000	1,1
leaf10	chr_1	104000000	105000000	1,1
leaf1	chr_1	105000000	106000000	1,1
leaf2	chr_1	105000000	106000000	1,1
leaf3	chr_1	105000000	106000000	1,1
leaf4	chr_1	105000000	106000000	1,1
leaf5	chr_1	105000000	106000000	1,1
leaf6	chr_1	105000000	106000000	1,1
leaf7	chr_1	105000000	106000000	1,1
leaf8	chr_1	105000000	106000000	1,1
leaf9	chr_1	105000000	106000000	1,1
leaf10	chr_1	105000000	106000000	1,1
leaf1	chr_1	106000000	107000000	1,1
leaf2	chr_1	106000000	107000000	1,1
leaf3	chr_1	106000000	107000000	1,1
leaf4	chr_1	106000000	107000000	1,1
leaf5	chr_1	106000000	107000000	1,1
leaf6	chr_1	106000000	107000000	1,1
leaf7	chr_1	106000000	107000000	1,1
leaf8	chr_1	106000000	107000000	1,1
leaf9	chr_1	106000000	107000000	1,1
leaf10	chr_1	106000000	107000000	1,1
leaf1	chr_1	107000000	108000000	1,1
leaf2	chr_1	107000000	108000000	1,1
leaf3	chr_1	107000000	108000000	1,1
leaf4	chr_1	107000000	108000000	1,1
leaf5	chr_1	107000000	108000000	1,1
leaf6	chr_1	107000000	108000000	1,1
leaf7	chr_1	107000000	108000000	1,1
leaf8	chr_1	107000000	108000000	1,1
leaf9	chr_1	107000000	108000000	1,1
leaf10	chr_1	107000000	108000000	1,1
leaf1	chr_1	108000000	109000000	1,1
leaf2	chr_1	108000000	109000000	1,1
leaf3	chr_1	108000000	109000000	1,1
leaf4	chr_1	108000000	109000000	1,1
leaf5	chr_1	108000000	109000000	1,1
leaf6	chr_1	108000000	109000000	1,1
leaf7	chr_1	108000000	109000000	1,1
leaf8	chr_1	108000000	109000000	1,1
leaf9	chr_1	108000000	109000000	1,1
leaf10	chr_1	108000000	109000000	1,1
leaf1	chr_1	109000000	110000000	1,1
leaf2	chr_1	109000000	110000000	1,1
leaf3	chr_1	109000000	110000000	1,1
leaf4	chr_1	109000000	110000000	1,1
leaf5	chr_1	109000000	110000000	1,1
leaf6	chr_1	109000000	110000000	1,1
leaf7	chr_1	109000000	110000000	1,1
leaf8	chr_1	109000000	110000000	1,1
leaf9	chr_1	109000000	110000000	1,1
leaf10	chr_1	109000000	110000000	1,1
leaf1	chr_1	110000000	111000000	1,1
leaf2	chr_1	110000000	111000000	1,1
leaf3	chr_1	110000000	111000000	1,1
leaf4	chr_1	110000000	111000000	1,1
leaf5	chr_1	110000000	111000000	1,1
leaf6	chr_1	110000000	111000000	1,1
leaf7	chr_1	110000000	111000000	1,1
leaf8	chr_1	110000000	111000000	1,1
leaf9	chr_1	110000000	111000000	1,1
leaf10	chr_1	110000000	111000000	1,1
leaf1	chr_1	111000000	112000000	1,1
leaf2	chr_1	111000000	112000000	1,1
leaf3	chr_1	111000000	112000000	1,1
leaf4	chr_1	111000000	112000000	1,1
leaf5	chr_1	111000000	112000000	1,1
leaf6	chr_1	111000000	112000000	1,1
leaf7	chr_1	111000000	112000000	1,1
leaf8	chr_1	111000000	112000000	1,1
leaf9	chr_1	111000000	112000000	1,1
leaf10	chr_1	111000000	112000000	1,1
leaf1	chr_1	112000000	113000000	1,1
leaf2	chr_1	112000000	113000000	1,1
leaf3	chr_1	112000000	113000000	1,1
leaf4	chr_1	112000000	113000000	1,1
leaf5	chr_1	112000000	113000000	1,1
leaf6	chr_1	112000000	113000000	1,1
leaf7	chr_1	112000000	113000000	1,1
leaf8	chr_1	112000000	113000000	1,1
leaf9	chr_1	112000000	113000000	1,1
leaf10	chr_1	112000000	113000000	1,1
leaf1	chr_1	113000000	114000000	1,1
leaf2	chr_1	113000000	114000000	1,1
leaf3	chr_1	113000000	114000000	1,1
leaf4	chr_1	113000000	114000000	1,1
leaf5	chr_1	113000000	114000000	1,1
leaf6	chr_1	113000000	114000000	1,1
leaf7	chr_1	113000000	114000000	1,1
leaf8	chr_1	113000000	114000000	1,1
leaf9	chr_1	113000000	114000000	1,1
leaf10	chr_1	113000000	114000000	1,1
leaf1	chr_1	114000000	115000000	1,1
leaf2	chr_1	114000000	115000000	1,1
leaf3	chr_1	114000000	115000000	1,1
leaf4	chr_1	114000000	115000000	1,1
leaf5	chr_1	114000000	115000000	1,1
leaf6	chr_1	114000000	115000000	1,1
leaf7	chr_1	114000000	115000000	1,1
leaf8	chr_1	114000000	115000000	1,1
leaf9	chr_1	114000000	115000000	1,1
leaf10	chr_1	114000000	115000000	1,1
leaf1	chr_1	115000000	116000000	1,1
leaf2	chr_1	115000000	116000000	1,1
leaf3	chr_1	115000000	116000000	1,1
leaf4	chr_1	115000000	116000000	1,1
leaf5	chr_1	115000000	116000000	1,1
leaf6	chr_1	115000000	116000000	1,1
leaf7	chr_1	115000000	116000000	1,1
leaf8	chr_1	115000000	116000000	1,1
leaf9	chr_1	115000000	116000000	1,1
leaf10	chr_1	115000000	116000000	1,1
leaf1	chr_1	116000000	117000000	1,1
leaf2	chr_1	116000000	117000000	1,1
leaf3	chr_1	116000000	117000000	1,1
leaf4	chr_1	116000000	117000000	1,1
leaf5	chr_1	116000000	117000000	1,1
leaf6	chr_1	116000000	117000000	1,1
leaf7	chr_1	116000000	117000000	1,1
leaf8	chr_1	116000000	117000000	1,1
leaf9	chr_1	116000000	117000000	1,1
leaf10	chr_1	116000000	117000000	1,1
leaf1	chr_1	117000000	118000000	1,1
leaf2	chr_1	117000000	118000000	1,1
leaf3	chr_1	117000000	118000000	1,1
leaf4	chr_1	117000000	118000000	1,1
leaf5	chr_1	117000000	118000000	1,1
leaf6	chr_1	117000000	118000000	1,1
leaf7	chr_1	117000000	118000000	1,1
leaf8	chr_1	117000000	118000000	1,1
leaf9	chr_1	117000000	118000000	1,1
leaf10	chr_1	117000000	118000000	1,1
leaf1	chr_1	118000000	119000000	1,1
leaf2	chr_1	118000000	119000000	1,1
leaf3	chr_1	118000000	119000000	1,1
leaf4	chr_1	118000000	119000000	1,1
leaf5	chr_1	118000000	119000000	1,1
leaf6	chr_1	118000000	119000000	1,1
leaf7	chr_1	118000000	119000000	1,1
leaf8	chr_1	118000000	119000000	1,1
leaf9	chr_1	118000000	119000000	1,1
leaf10	chr_1	118000000	119000000	1,1
leaf1	chr_1	119000000	120000000	1,1
leaf2	chr_1	119000000	120000000	1,1
leaf3	chr_1	119000000	120000000	1,1
leaf4	chr_1	119000000	120000000	1,1
leaf5	chr_1	119000000	120000000	1,1
leaf6	chr_1	119000000	120000000	1,1
leaf7	chr_1	119000000	120000000	1,1
leaf8	chr_1	119000000	120000000	1,1
leaf9	chr_1	119000000	120000000	1,1
leaf10	chr_1	119000000	120000000	1,1
leaf1	chr_1	120000000	121000000	1,1
leaf2	chr_1	120000000	121000000	1,1
leaf3	chr_1	120000000	121000000	1,1
leaf4	chr_1	120000000	121000000	1,1
leaf5	chr_1	120000000	121000000	1,1
leaf6	chr_1	120000000	121000000	1,1
leaf7	chr_1	120000000	121000000	1,1
leaf8	chr_1	120000000	121000000	1,1
leaf9	chr_1	120000000	121000000	1,1
leaf10	chr_1	120000000	121000000	1,1
leaf1	chr_1	121000000	122000000	1,1
leaf2	chr_1	121000000	122000000	1,1
leaf3	chr_1	121000000	122000000	1,1
leaf4	chr_1	121000000	122000000	1,1
leaf5	chr_1	121000000	122000000	1,1
leaf6	chr_1	121000000	122000000	1,1
leaf7	chr_1	121000000	122000000	1,1
leaf8	chr_1	121000000	122000000	1,1
leaf9	chr_1	121000000	122000000	1,1
leaf10	chr_1	121000000	122000000	1,1
leaf1	chr_1	122000000	123000000	1,1
leaf2	chr_1	122000000	123000000	1,1
leaf3	chr_1	122000000	123000000	1,1
leaf4	chr_1	122000000	123000000	1,1
leaf5	chr_1	122000000	123000000	1,1
leaf6	chr_1	122000000	123000000	1,1
leaf7	chr_1	122000000	123000000	1,1
leaf8	chr_1	122000000	123000000	1,1
leaf9	chr_1	122000000	123000000	1,1
leaf10	chr_1	122000000	123000000	1,1
leaf1	chr_1	123000000	124000000	1,1
leaf2	chr_1	123000000	124000000	1,1
leaf3	chr_1	123000000	124000000	1,1
leaf4	chr_1	123000000	124000000	1,1
leaf5	chr_1	123000000	124000000	1,1
leaf6	chr_1	123000000	124000000	1,1
leaf7	chr_1	123000000	124000000	1,1
leaf8	chr_1	123000000	124000000	1,1
leaf9	chr_1	123000000	124000000	1,1
leaf10	chr_1	123000000	124000000	1,1
leaf1	chr_1	124000000	125000000	1,1
leaf2	chr_1	124000000	125000000	1,1
leaf3	chr_1	124000000	125000000	1,1
leaf4	chr_1	124000000	125000000	1,1
leaf5	chr_1	124000000	125000000	1,1
leaf6	chr_1	124000000	125000000	1,1
leaf7	chr_1	124000000	125000000	1,1
leaf8	chr_1	124000000	125000000	1,1
leaf9	chr_1	124000000	125000000	1,1
leaf10	chr_1	124000000	125000000	1,1
leaf1	chr_1	125000000	126000000	1,1
leaf2	chr_1	125000000	126000000	1,1
leaf3	chr_1	125000000	126000000	1,1
leaf4	chr_1	125000000	126000000	1,1
leaf5	chr_1	125000000	126000000	1,1
leaf6	chr_1	125000000	126000000	1,1
leaf7	chr_1	125000000	126000000	1,1
leaf8	chr_1	125000000	126000000	1,1
leaf9	chr_1	125000000	126000000	1,1
leaf10	chr_1	125000000	126000000	1,1
leaf1	chr_1	126000000	127000000	1,1
leaf2	chr_1	126000000	127000000	1,1
leaf3	chr_1	126000000	127000000	1,1
leaf4	chr_1	126000000	127000000	1,1
leaf5	chr_1	126000000	127000000	1,1
leaf6	chr_1	126000000	127000000	1,1
leaf7	chr_1	126000000	127000000	1,1
leaf8	chr_1	126000000	127000000	1,1
leaf9	chr_1	126000000	127000000	1,1
leaf10	chr_1	126000000	127000000	1,1
